id,userID,courseID,pageNumber,consultationDate
143,1,1007,3,2022-03-29 16:15:17.719735
144,1,1007,4,2022-03-29 16:15:17.719743
145,1,1101,0,2022-03-29 16:15:17.719754
146,1,1101,1,2022-03-29 16:15:17.719762
147,1,1101,2,2022-03-29 16:15:17.719771
148,1,1101,3,2022-03-29 16:15:17.719779
149,1,1101,4,2022-03-29 16:15:17.719788
150,1,1101,5,2022-03-29 16:15:17.719796
151,1,1101,6,2022-03-29 16:15:17.719804
152,1,1101,7,2022-03-29 16:15:17.719812
153,1,1101,8,2022-03-29 16:15:17.719820
154,1,1101,9,2022-03-29 16:15:17.719828
155,1,1101,10,2022-03-29 16:15:17.719836
156,1,1101,11,2022-03-29 16:15:17.719844
157,1,1101,12,2022-03-29 16:15:17.719852
158,1,1101,13,2022-03-29 16:15:17.719861
159,1,1101,14,2022-03-29 16:15:17.719869
160,1,1101,15,2022-03-29 16:15:17.719877
161,1,1101,16,2022-03-29 16:15:17.719885
162,1,1101,17,2022-03-29 16:15:17.719893
163,1,1101,18,2022-03-29 16:15:17.719901
164,1,2001,0,2022-03-29 16:15:17.719911
165,1,2001,1,2022-03-29 16:15:17.719920
166,1,2001,2,2022-03-29 16:15:17.719928
167,1,2001,3,2022-03-29 16:15:17.719936
168,1,2001,4,2022-03-29 16:15:17.719945
169,1,2001,5,2022-03-29 16:15:17.720028
170,1,2001,6,2022-03-29 16:15:17.720050
171,1,2001,7,2022-03-29 16:15:17.720065
172,1,2001,8,2022-03-29 16:15:17.720080
173,1,2001,9,2022-03-29 16:15:17.720090
174,1,2001,10,2022-03-29 16:15:17.720098
175,1,2001,11,2022-03-29 16:15:17.720107
176,1,2001,12,2022-03-29 16:15:17.720115
177,1,2002,0,2022-03-29 16:15:17.720128
178,1,2002,1,2022-03-29 16:15:17.720143
179,1,2002,2,2022-03-29 16:15:17.720156
180,1,2002,3,2022-03-29 16:15:17.720165
181,1,2002,4,2022-03-29 16:15:17.720174
182,1,2002,5,2022-03-29 16:15:17.720183
183,1,2002,6,2022-03-29 16:15:17.720196
184,1,2002,7,2022-03-29 16:15:17.720205
185,1,2002,8,2022-03-29 16:15:17.720214
186,1,2002,9,2022-03-29 16:15:17.720222
187,1,2002,10,2022-03-29 16:15:17.720231
188,1,2002,11,2022-03-29 16:15:17.720239
189,1,2002,12,2022-03-29 16:15:17.720248
190,1,2002,13,2022-03-29 16:15:17.720256
191,1,2002,14,2022-03-29 16:15:17.720265
192,1,2002,15,2022-03-29 16:15:17.720273
193,1,2002,16,2022-03-29 16:15:17.720282
194,1,2002,17,2022-03-29 16:15:17.720290
195,1,2002,18,2022-03-29 16:15:17.720298
196,1,2002,19,2022-03-29 16:15:17.720307
197,1,2002,20,2022-03-29 16:15:17.720315
198,1,2002,21,2022-03-29 16:15:17.720323
199,1,2002,22,2022-03-29 16:15:17.720332
200,1,2002,23,2022-03-29 16:15:17.720341
201,1,2002,24,2022-03-29 16:15:17.720349
202,1,2002,25,2022-03-29 16:15:17.720357
203,1,2002,26,2022-03-29 16:15:17.720366
204,1,3002,0,2022-03-29 16:15:17.720439
205,1,3002,1,2022-03-29 16:15:17.720458
206,1,3002,2,2022-03-29 16:15:17.720467
207,1,3002,3,2022-03-29 16:15:17.720476
208,1,3002,4,2022-03-29 16:15:17.720484
209,1,3002,5,2022-03-29 16:15:17.720492
210,1,3002,6,2022-03-29 16:15:17.720501
211,1,3002,7,2022-03-29 16:15:17.720509
212,1,3002,8,2022-03-29 16:15:17.720517
213,1,3002,9,2022-03-29 16:15:17.720525
214,1,3002,10,2022-03-29 16:15:17.720536
215,1,3002,11,2022-03-29 16:15:17.720551
216,1,3002,12,2022-03-29 16:15:17.720562
217,1,3002,13,2022-03-29 16:15:17.720570
218,1,3002,14,2022-03-29 16:15:17.720579
219,1,3002,15,2022-03-29 16:15:17.720587
220,1,3002,16,2022-03-29 16:15:17.720595
221,1,3002,17,2022-03-29 16:15:17.720604
222,1,3002,18,2022-03-29 16:15:17.720612
223,1,3002,19,2022-03-29 16:15:17.720620
224,1,3002,20,2022-03-29 16:15:17.720628
225,1,3002,21,2022-03-29 16:15:17.720637
226,1,3002,22,2022-03-29 16:15:17.720645
227,1,3002,23,2022-03-29 16:15:17.720653
228,1,3002,24,2022-03-29 16:15:17.720662
229,1,3002,25,2022-03-29 16:15:17.720670
230,1,3002,26,2022-03-29 16:15:17.720679
231,1,3002,27,2022-03-29 16:15:17.720687
232,1,3002,28,2022-03-29 16:15:17.720695
233,1,4000,0,2022-03-29 16:15:17.720705
234,1,4000,1,2022-03-29 16:15:17.720714
235,1,4000,2,2022-03-29 16:15:17.720722
236,1,4000,3,2022-03-29 16:15:17.720731
237,1,4000,4,2022-03-29 16:15:17.720740
238,1,4000,5,2022-03-29 16:15:17.720748
239,1,4000,6,2022-03-29 16:15:17.720756
240,1,4000,7,2022-03-29 16:15:17.720765
241,1,4000,8,2022-03-29 16:15:17.720773
242,1,4000,9,2022-03-29 16:15:17.720781
243,1,4000,10,2022-03-29 16:15:17.720790
244,1,4000,11,2022-03-29 16:15:17.720798
245,1,4000,12,2022-03-29 16:15:17.720807
246,1,4000,13,2022-03-29 16:15:17.720815
247,1,4000,14,2022-03-29 16:15:17.720823
248,1,6002,0,2022-03-29 16:15:17.720834
249,1,6002,1,2022-03-29 16:15:17.720843
250,1,6002,2,2022-03-29 16:15:17.720851
251,1,6002,3,2022-03-29 16:15:17.720859
252,1,6002,4,2022-03-29 16:15:17.720868
253,1,6002,5,2022-03-29 16:15:17.720876
254,1,6002,6,2022-03-29 16:15:17.720884
255,1,6002,7,2022-03-29 16:15:17.720893
256,1,6002,8,2022-03-29 16:15:17.720901
257,1,6002,9,2022-03-29 16:15:17.720910
258,1,6002,10,2022-03-29 16:15:17.720918
259,1,6002,11,2022-03-29 16:15:17.720926
260,1,6002,12,2022-03-29 16:15:17.720935
261,1,6002,13,2022-03-29 16:15:17.720943
262,1,6002,14,2022-03-29 16:15:17.720952
263,1,6002,15,2022-03-29 16:15:17.720960
264,1,6002,16,2022-03-29 16:15:17.720968
265,1,6002,17,2022-03-29 16:15:17.720976
266,1,6002,18,2022-03-29 16:15:17.720985
267,1,6002,19,2022-03-29 16:15:17.720993
268,1,6002,20,2022-03-29 16:15:17.721002
269,1,6004,0,2022-03-29 16:15:17.721012
270,1,6004,1,2022-03-29 16:15:17.721021
271,1,6004,2,2022-03-29 16:15:17.721029
272,1,6004,3,2022-03-29 16:15:17.721038
273,1,6004,4,2022-03-29 16:15:17.721046
274,1,6004,5,2022-03-29 16:15:17.721054
275,1,6004,6,2022-03-29 16:15:17.721063
276,1,6004,7,2022-03-29 16:15:17.721071
277,1,6004,8,2022-03-29 16:15:17.721079
278,1,6004,9,2022-03-29 16:15:17.721088
279,1,6004,10,2022-03-29 16:15:17.721096
280,1,6004,11,2022-03-29 16:15:17.721105
281,1,6004,12,2022-03-29 16:15:17.721114
282,1,9005,0,2022-03-29 16:15:17.721125
283,1,9005,1,2022-03-29 16:15:17.721134
284,1,9005,2,2022-03-29 16:15:17.721143
285,1,9005,3,2022-03-29 16:15:17.721151
286,1,9005,4,2022-03-29 16:15:17.721159
287,1,9005,5,2022-03-29 16:15:17.721168
288,1,9005,6,2022-03-29 16:15:17.721176
289,1,9005,7,2022-03-29 16:15:17.721184
290,1,9005,8,2022-03-29 16:15:17.721192
291,1,9104,0,2022-03-29 16:15:17.721203
292,1,9104,1,2022-03-29 16:15:17.721212
293,1,9104,2,2022-03-29 16:15:17.721221
294,1,9104,3,2022-03-29 16:15:17.721229
295,1,9104,4,2022-03-29 16:15:17.721237
296,1,9104,5,2022-03-29 16:15:17.721246
297,1,9104,6,2022-03-29 16:15:17.721254
298,1,9104,7,2022-03-29 16:15:17.721263
299,1,9104,8,2022-03-29 16:15:17.721271
300,1,9104,9,2022-03-29 16:15:17.721279
301,1,9104,10,2022-03-29 16:15:17.721288
302,1,9104,11,2022-03-29 16:15:17.721296
303,1,9104,12,2022-03-29 16:15:17.721304
304,1,9104,13,2022-03-29 16:15:17.721312
305,1,9104,14,2022-03-29 16:15:17.721320
306,1,9104,15,2022-03-29 16:15:17.721329
307,2,3000,0,2022-03-29 16:15:17.721343
308,2,3000,1,2022-03-29 16:15:17.721351
309,2,3000,2,2022-03-29 16:15:17.721360
310,2,3000,3,2022-03-29 16:15:17.721369
311,2,3000,4,2022-03-29 16:15:17.721377
312,2,3000,5,2022-03-29 16:15:17.721386
313,2,3000,6,2022-03-29 16:15:17.721395
314,2,3000,7,2022-03-29 16:15:17.721403
315,2,3000,8,2022-03-29 16:15:17.721412
316,2,3000,9,2022-03-29 16:15:17.721420
317,2,3000,10,2022-03-29 16:15:17.721428
318,2,3000,11,2022-03-29 16:15:17.721437
319,2,3000,12,2022-03-29 16:15:17.721445
320,2,3000,13,2022-03-29 16:15:17.721453
321,2,3000,14,2022-03-29 16:15:17.721462
322,2,3000,15,2022-03-29 16:15:17.721470
323,2,3000,16,2022-03-29 16:15:17.721478
324,2,3000,17,2022-03-29 16:15:17.721487
325,2,3000,18,2022-03-29 16:15:17.721495
326,2,3000,19,2022-03-29 16:15:17.721503
327,2,3000,20,2022-03-29 16:15:17.721511
328,2,3000,21,2022-03-29 16:15:17.721519
329,2,3000,22,2022-03-29 16:15:17.721528
330,2,3000,23,2022-03-29 16:15:17.721536
331,2,3000,24,2022-03-29 16:15:17.721544
332,2,3000,25,2022-03-29 16:15:17.721553
333,2,3000,26,2022-03-29 16:15:17.721562
334,2,3000,27,2022-03-29 16:15:17.721570
335,2,3000,28,2022-03-29 16:15:17.721579
336,2,3000,29,2022-03-29 16:15:17.721587
337,2,5002,0,2022-03-29 16:15:17.721597
338,2,5002,1,2022-03-29 16:15:17.721606
339,2,5002,2,2022-03-29 16:15:17.721614
340,2,5002,3,2022-03-29 16:15:17.721623
341,2,5002,4,2022-03-29 16:15:17.721631
342,2,5002,5,2022-03-29 16:15:17.721639
343,2,5002,6,2022-03-29 16:15:17.721647
344,2,5002,7,2022-03-29 16:15:17.721656
345,2,5002,8,2022-03-29 16:15:17.721664
346,2,5002,9,2022-03-29 16:15:17.721672
347,2,5002,10,2022-03-29 16:15:17.721680
348,2,5002,11,2022-03-29 16:15:17.721689
349,2,5002,12,2022-03-29 16:15:17.721697
350,2,5002,13,2022-03-29 16:15:17.721705
351,2,5002,14,2022-03-29 16:15:17.721714
352,2,5002,15,2022-03-29 16:15:17.721722
353,2,5002,16,2022-03-29 16:15:17.721731
354,2,5002,17,2022-03-29 16:15:17.721739
355,2,5002,18,2022-03-29 16:15:17.721747
356,2,5005,0,2022-03-29 16:15:17.721757
357,2,5005,1,2022-03-29 16:15:17.721766
358,2,5005,2,2022-03-29 16:15:17.721775
359,2,5005,3,2022-03-29 16:15:17.721783
360,2,5005,4,2022-03-29 16:15:17.721792
361,2,5005,5,2022-03-29 16:15:17.721800
362,2,5005,6,2022-03-29 16:15:17.721808
363,2,5005,7,2022-03-29 16:15:17.721816
364,2,5005,8,2022-03-29 16:15:17.721824
365,2,5005,9,2022-03-29 16:15:17.721832
366,2,5005,10,2022-03-29 16:15:17.721840
367,2,5005,11,2022-03-29 16:15:17.721849
368,2,5005,12,2022-03-29 16:15:17.721857
369,2,5005,13,2022-03-29 16:15:17.721865
370,2,5005,14,2022-03-29 16:15:17.721873
371,2,5005,15,2022-03-29 16:15:17.721881
372,2,7000,0,2022-03-29 16:15:17.721891
373,2,7000,1,2022-03-29 16:15:17.721899
374,2,7000,2,2022-03-29 16:15:17.721908
375,2,7000,3,2022-03-29 16:15:17.721916
376,2,7000,4,2022-03-29 16:15:17.721925
377,2,7000,5,2022-03-29 16:15:17.721933
378,2,7000,6,2022-03-29 16:15:17.721942
379,2,7000,7,2022-03-29 16:15:17.721950
380,2,7000,8,2022-03-29 16:15:17.721958
381,2,7000,9,2022-03-29 16:15:17.721966
382,2,7000,10,2022-03-29 16:15:17.721975
383,2,7000,11,2022-03-29 16:15:17.721983
384,2,1008,0,2022-03-29 16:15:17.721996
385,2,1008,1,2022-03-29 16:15:17.722005
386,2,1008,2,2022-03-29 16:15:17.722014
387,2,1008,3,2022-03-29 16:15:17.722022
388,2,1008,4,2022-03-29 16:15:17.722030
389,2,1008,5,2022-03-29 16:15:17.722039
390,2,1008,6,2022-03-29 16:15:17.722047
391,2,1008,7,2022-03-29 16:15:17.722055
392,2,1008,8,2022-03-29 16:15:17.722064
393,2,1008,9,2022-03-29 16:15:17.722072
394,2,1008,10,2022-03-29 16:15:17.722080
395,2,1008,11,2022-03-29 16:15:17.722089
396,2,1008,12,2022-03-29 16:15:17.722097
397,2,1008,13,2022-03-29 16:15:17.722105
398,2,1008,14,2022-03-29 16:15:17.722114
399,2,1102,0,2022-03-29 16:15:17.722124
400,2,1102,1,2022-03-29 16:15:17.722133
401,2,1102,2,2022-03-29 16:15:17.722142
402,2,1102,3,2022-03-29 16:15:17.722150
403,2,1102,4,2022-03-29 16:15:17.722158
404,2,1102,5,2022-03-29 16:15:17.722166
405,2,1102,6,2022-03-29 16:15:17.722175
406,2,1102,7,2022-03-29 16:15:17.722214
407,2,1102,8,2022-03-29 16:15:17.722226
408,2,1102,9,2022-03-29 16:15:17.722240
409,2,1102,10,2022-03-29 16:15:17.722251
410,2,1102,11,2022-03-29 16:15:17.722265
411,2,1102,12,2022-03-29 16:15:17.722274
412,2,1102,13,2022-03-29 16:15:17.722282
413,2,1102,14,2022-03-29 16:15:17.722290
414,2,1102,15,2022-03-29 16:15:17.722298
415,2,1102,16,2022-03-29 16:15:17.722307
416,2,1102,17,2022-03-29 16:15:17.722315
417,2,1102,18,2022-03-29 16:15:17.722323
418,2,1102,19,2022-03-29 16:15:17.722331
419,2,1102,20,2022-03-29 16:15:17.722339
420,2,1102,21,2022-03-29 16:15:17.722347
421,2,1102,22,2022-03-29 16:15:17.722355
422,2,1102,23,2022-03-29 16:15:17.722363
423,2,9104,0,2022-03-29 16:15:17.722381
424,2,9104,1,2022-03-29 16:15:17.722390
425,2,9104,2,2022-03-29 16:15:17.722398
426,2,9104,3,2022-03-29 16:15:17.722406
427,2,9104,4,2022-03-29 16:15:17.722415
428,2,9104,5,2022-03-29 16:15:17.722423
429,2,9104,6,2022-03-29 16:15:17.722431
430,2,9104,7,2022-03-29 16:15:17.722636
431,2,9104,8,2022-03-29 16:15:17.722680
432,2,9104,9,2022-03-29 16:15:17.722698
433,2,9104,10,2022-03-29 16:15:17.722708
434,2,9104,11,2022-03-29 16:15:17.722717
435,2,9104,12,2022-03-29 16:15:17.722726
436,2,9104,13,2022-03-29 16:15:17.722734
437,2,9104,14,2022-03-29 16:15:17.722743
438,3,3000,0,2022-03-29 16:15:17.722785
439,3,3000,1,2022-03-29 16:15:17.722805
440,3,3000,2,2022-03-29 16:15:17.722829
441,3,3000,3,2022-03-29 16:15:17.722844
442,3,3000,4,2022-03-29 16:15:17.722853
443,3,3000,5,2022-03-29 16:15:17.722862
444,3,3000,6,2022-03-29 16:15:17.722870
445,3,3000,7,2022-03-29 16:15:17.722880
446,3,3000,8,2022-03-29 16:15:17.722908
447,3,3000,9,2022-03-29 16:15:17.722922
448,3,3000,10,2022-03-29 16:15:17.722932
449,3,3000,11,2022-03-29 16:15:17.722940
450,3,3000,12,2022-03-29 16:15:17.722965
451,3,3000,13,2022-03-29 16:15:17.722977
452,3,3000,14,2022-03-29 16:15:17.722986
453,3,3000,15,2022-03-29 16:15:17.722994
454,3,3000,16,2022-03-29 16:15:17.723006
455,3,3000,17,2022-03-29 16:15:17.723033
456,3,902,0,2022-03-29 16:15:17.723058
457,3,902,1,2022-03-29 16:15:17.723079
458,3,902,2,2022-03-29 16:15:17.723089
459,3,902,3,2022-03-29 16:15:17.723098
460,3,902,4,2022-03-29 16:15:17.723110
461,3,902,5,2022-03-29 16:15:17.723136
462,3,902,6,2022-03-29 16:15:17.723148
463,3,902,7,2022-03-29 16:15:17.723168
464,3,902,8,2022-03-29 16:15:17.723185
465,3,902,9,2022-03-29 16:15:17.723195
466,3,902,10,2022-03-29 16:15:17.723204
467,3,902,11,2022-03-29 16:15:17.723216
468,3,902,12,2022-03-29 16:15:17.723242
469,3,1006,0,2022-03-29 16:15:17.723258
470,3,1006,1,2022-03-29 16:15:17.723309
471,3,1006,2,2022-03-29 16:15:17.723342
472,3,1006,3,2022-03-29 16:15:17.723357
473,3,1006,4,2022-03-29 16:15:17.723366
474,3,1006,5,2022-03-29 16:15:17.723385
475,3,1006,6,2022-03-29 16:15:17.723403
476,3,1006,7,2022-03-29 16:15:17.723412
477,3,1006,8,2022-03-29 16:15:17.723421
478,3,1006,9,2022-03-29 16:15:17.723446
479,3,1006,10,2022-03-29 16:15:17.723462
480,3,1006,11,2022-03-29 16:15:17.723471
481,3,1006,12,2022-03-29 16:15:17.723479
482,3,1006,13,2022-03-29 16:15:17.723502
483,3,1006,14,2022-03-29 16:15:17.723516
484,3,1006,15,2022-03-29 16:15:17.723525
485,3,1006,16,2022-03-29 16:15:17.723534
486,3,1006,17,2022-03-29 16:15:17.723548
487,3,1006,18,2022-03-29 16:15:17.723573
488,3,1006,19,2022-03-29 16:15:17.723584
489,3,1006,20,2022-03-29 16:15:17.723609
490,3,1006,21,2022-03-29 16:15:17.723621
491,3,1006,22,2022-03-29 16:15:17.723629
492,3,1006,23,2022-03-29 16:15:17.723640
493,3,1006,24,2022-03-29 16:15:17.723666
494,3,1006,25,2022-03-29 16:15:17.723679
495,3,1006,26,2022-03-29 16:15:17.723687
496,3,1006,27,2022-03-29 16:15:17.723715
497,3,1006,28,2022-03-29 16:15:17.723725
498,3,4000,0,2022-03-29 16:15:17.723744
499,3,4000,1,2022-03-29 16:15:17.723771
500,3,4000,2,2022-03-29 16:15:17.723782
501,3,4000,3,2022-03-29 16:15:17.723802
502,3,4000,4,2022-03-29 16:15:17.723819
503,3,4000,5,2022-03-29 16:15:17.723829
504,3,4000,6,2022-03-29 16:15:17.723838
505,3,4000,7,2022-03-29 16:15:17.723863
506,3,4000,8,2022-03-29 16:15:17.723877
507,3,4000,9,2022-03-29 16:15:17.723887
508,3,4000,10,2022-03-29 16:15:17.723895
509,3,4000,11,2022-03-29 16:15:17.723904
510,3,4000,12,2022-03-29 16:15:17.723912
511,3,9001,0,2022-03-29 16:15:17.723926
512,3,9001,1,2022-03-29 16:15:17.723935
513,3,9001,2,2022-03-29 16:15:17.723944
514,3,9001,3,2022-03-29 16:15:17.723954
515,3,9001,4,2022-03-29 16:15:17.723977
516,3,9001,5,2022-03-29 16:15:17.723990
517,3,9001,6,2022-03-29 16:15:17.723999
518,3,9001,7,2022-03-29 16:15:17.724008
519,3,9001,8,2022-03-29 16:15:17.724017
520,3,9001,9,2022-03-29 16:15:17.724041
521,3,9001,10,2022-03-29 16:15:17.724055
522,3,9001,11,2022-03-29 16:15:17.724064
523,3,9001,12,2022-03-29 16:15:17.724073
524,3,9001,13,2022-03-29 16:15:17.724151
525,3,9001,14,2022-03-29 16:15:17.724168
526,3,9001,15,2022-03-29 16:15:17.724177
527,3,9001,16,2022-03-29 16:15:17.724186
528,3,9003,0,2022-03-29 16:15:17.724201
529,3,9003,1,2022-03-29 16:15:17.724217
530,3,9003,2,2022-03-29 16:15:17.724227
531,3,9003,3,2022-03-29 16:15:17.724237
532,3,9003,4,2022-03-29 16:15:17.724245
533,3,9003,5,2022-03-29 16:15:17.724253
534,3,9003,6,2022-03-29 16:15:17.724263
535,3,9003,7,2022-03-29 16:15:17.724272
536,3,9003,8,2022-03-29 16:15:17.724280
537,3,9003,9,2022-03-29 16:15:17.724289
538,3,9003,10,2022-03-29 16:15:17.724297
539,3,9003,11,2022-03-29 16:15:17.724306
540,3,9003,12,2022-03-29 16:15:17.724314
541,3,9003,13,2022-03-29 16:15:17.724322
542,3,9003,14,2022-03-29 16:15:17.724330
543,3,9003,15,2022-03-29 16:15:17.724339
544,3,9003,16,2022-03-29 16:15:17.724347
545,3,9003,17,2022-03-29 16:15:17.724355
546,3,9003,18,2022-03-29 16:15:17.724364
547,3,9003,19,2022-03-29 16:15:17.724372
548,3,9003,20,2022-03-29 16:15:17.724380
549,3,9003,21,2022-03-29 16:15:17.724388
550,3,9003,22,2022-03-29 16:15:17.724397
551,3,9003,23,2022-03-29 16:15:17.724405
552,3,9003,24,2022-03-29 16:15:17.724414
553,3,9104,0,2022-03-29 16:15:17.724426
554,3,9104,1,2022-03-29 16:15:17.724435
555,3,9104,2,2022-03-29 16:15:17.724444
556,3,9104,3,2022-03-29 16:15:17.724452
557,3,9104,4,2022-03-29 16:15:17.724461
